ID,Iso_ID,reference,DOI,site_id,date,latlong,latlong_n,year,site_description,catchment_name,compound,d13C_value_permil,d13C_uncertainty,d13C_uncertainty_unit,dD.CH4_value_permil,dD.CH4_uncertainty,dD.CH4_uncertainty_unit,pub_code_prefix,pub_code_number,F14C_value,F14C_value_uncertainity,F14C_value_uncertainity_unit,D14C_permil_value,D14C_permil_value_uncertainty,D14C_permil_value_uncertaint_unit,radiocarbon_age,radiocarbon_age_uncertainty,pH,latitude,longitude,country,hemisphere,Atm_14CO2,norm_F14C,water_type,method,comment,temperature_celsius,coordinate_flag,uncertainity.flag,watershed_size_exact_km2,watershed_size_indicative_km2,size_class,size_class_multi,catchment_area_km2,dis_m3_pyr,lka_pc_use,ele_mt_uav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,snw_pc_uyr,wet_pc_ug2,for_pc_use,crp_pc_use,pst_pc_use,ire_pc_use,gla_pc_use,prm_pc_use,cly_pc_uav,slt_pc_uav,snd_pc_uav,soc_th_uav,kar_pc_use,ero_kh_uav,urb_pc_use,hft_ix_u09,ele_mt_cav,tmp_dc_cyr,pre_mm_cyr,ari_ix_cav,snw_pc_cyr,wet_pc_cg2,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,cly_pc_cav,slt_pc_cav,snd_pc_cav,soc_th_cav,kar_pc_cse,ero_kh_cav,urb_pc_cse,hft_ix_c09,gwt_cm_cav,tbi_cl_cmj,fmh_cl_cmj,lit_cl_cmj,DIC_conc
309,2263,"Kelsey, S., Grottoli, A., Bauer, J., Lorenz, K., Lal, R., Matsui, Y. and Huey-Sanders, T. (2020). Effects of agricultural and tillage practices on isotopic signatures and fluxes of organic and inorganic carbon in headwater streams. Aquatic Sciences, 82: 23.",https://doi.org/10.1007/s00027-019-0691-7,Forested,18/08/2009,-41.43821736,4,2009,Stream Base Flow,WS#172,DIC,-12.5,0.1,permil,NA,NA,,,,0.987,0.0064,fraction modern,-20,12.7,permil,105,26,,40.36596491,-81.80418227,USA,N,1.0508,0.9393,River,Acidified with orthophosphoric acid and sparaged with He to extract CO2,,NA,C,A,0.177,0,small,10,12.1,0.141,0,321,54,98,972,95,9,0,100,56,18,0,0,0,18,41,41,33,0,12245,0,76,321,98,972,95,9,0,100,56,18,0,0,0,18,41,41,33,0,12244,0,76,273,4,6,3,NA
310,2376,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Han River,23/02/2013,164.65,4,2013,River,Han River,DIC,-8.3,0.1,permil,NA,NA,,,,0.9559,0.006,fraction modern,-51,3,permil,362,51,7.7,37.54,127.11,South Korea,N,1.0301,0.9279,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,1.7,B,B,21700,21700,large,100000,24031.9,466.868,8,463,142,89,1378,145,5,0,85,8,0,3,0,0,20,43,37,77,13,9414,6,134,50,116,1400,138,0,12,7,0,0,0,0,0,17,38,45,33,0,5008,100,360,216,4,5,9,865.9450458
311,2377,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Han River,25/05/2013,164.65,4,2013,River,Han River,DIC,-4.3,0.1,permil,NA,NA,,,,0.9183,0.006,fraction modern,-89,3,permil,685,53,7.8,37.54,127.11,South Korea,N,1.0301,0.8914,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,20,B,B,21700,21700,large,100000,24031.9,466.868,8,463,142,89,1378,145,5,0,85,8,0,3,0,0,20,43,37,77,13,9414,6,134,50,116,1400,138,0,12,7,0,0,0,0,0,17,38,45,33,0,5008,100,360,216,4,5,9,907.5770192
312,2378,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Han River,30/08/2013,164.65,4,2013,River,Han River,DIC,-11.4,0.1,permil,NA,NA,,,,0.9696,0.006,fraction modern,-38,3,permil,248,50,7.3,37.54,127.11,South Korea,N,1.0301,0.9412,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,24.4,B,B,21700,21700,large,100000,24031.9,466.868,8,463,142,89,1378,145,5,0,85,8,0,3,0,0,20,43,37,77,13,9414,6,134,50,116,1400,138,0,12,7,0,0,0,0,0,17,38,45,33,0,5008,100,360,216,4,5,9,857.6186511
313,2379,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Han River,29/11/2013,164.65,4,2013,River,Han River,DIC,-9.5,0.1,permil,NA,NA,,,,0.9282,0.006,fraction modern,-79,3,permil,599,53,7.6,37.54,127.11,South Korea,N,1.0301,0.9011,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,10.3,B,B,21700,21700,large,100000,24031.9,466.868,8,463,142,89,1378,145,5,0,85,8,0,3,0,0,20,43,37,77,13,9414,6,134,50,116,1400,138,0,12,7,0,0,0,0,0,17,38,45,33,0,5008,100,360,216,4,5,9,1498.751041
314,2380,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Geum River,22/02/2013,163.16,4,2013,River,Geum River,DIC,-5,0.1,permil,NA,NA,,,,0.9561,0.006,fraction modern,-51,3,permil,361,51,7.5,36.15,127.01,South Korea,N,1.0301,0.9281,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,4.2,B,B,9380,9380,large,10000,9382.6,204.506,7,238,103,112,1285,122,2,0,53,21,1,9,0,0,21,42,37,57,13,10942,10,183,8,126,1279,119,0,0,0,66,1,41,0,0,19,41,40,28,0,10268,54,359,28,4,5,9,1057.452123
315,2381,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Guem River,24/05/2013,163.16,4,2013,River,Guem River,DIC,-7.9,0.1,permil,NA,NA,,,,0.9714,0.006,fraction modern,-36,3,permil,233,50,8.2,36.15,127.01,South Korea,N,1.0301,0.943,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,22.1,B,B,9380,9380,large,10000,9382.6,204.506,7,238,103,112,1285,122,2,0,53,21,1,9,0,0,21,42,37,57,13,10942,10,183,8,126,1279,119,0,0,0,66,1,41,0,0,19,41,40,28,0,10268,54,359,28,4,5,9,932.5562032
316,2382,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Geum River,30/08/2013,163.16,4,2013,River,Geum River,DIC,-11.8,0.1,permil,NA,NA,,,,0.9957,0.006,fraction modern,-12,3,permil,35,49,7.5,36.15,127.01,South Korea,N,1.0301,0.9666,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,28.3,B,B,9380,9380,large,10000,9382.6,204.506,7,238,103,112,1285,122,2,0,53,21,1,9,0,0,21,42,37,57,13,10942,10,183,8,126,1279,119,0,0,0,66,1,41,0,0,19,41,40,28,0,10268,54,359,28,4,5,9,582.847627
317,2383,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Guem River,29/11/2013,163.16,4,2013,River,Guem River,DIC,-9.3,0.1,permil,NA,NA,,,,0.9707,0.006,fraction modern,-37,3,permil,239,50,7.6,36.15,127.01,South Korea,N,1.0301,0.9423,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,17.1,B,B,9380,9380,large,10000,9382.6,204.506,7,238,103,112,1285,122,2,0,53,21,1,9,0,0,21,42,37,57,13,10942,10,183,8,126,1279,119,0,0,0,66,1,41,0,0,19,41,40,28,0,10268,54,359,28,4,5,9,1873.438801
318,2384,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Youngsan River,22/02/2013,162.71,4,2013,River,Youngsan River,DIC,-10,0.1,permil,NA,NA,,,,0.9824,0.006,fraction modern,-25,3,permil,143,50,7.3,36,126.71,South Korea,N,1.0301,0.9536,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,7.6,B,B,2150,2150,large,10000,42.6,0.857,16,14,20,127,1212,127,2,0,0,49,1,32,0,0,20,44,36,40,1,9547,31,373,14,127,1212,127,2,0,0,49,1,32,0,0,20,43,36,40,1,9509,31,373,80,4,5,9,1182.348043
319,2385,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Youngsan River,24/05/2013,162.71,4,2013,River,Youngsan River,DIC,-8.2,0.1,permil,NA,NA,,,,0.982,0.006,fraction modern,-26,3,permil,146,50,7.9,36,126.71,South Korea,N,1.0301,0.9533,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,18.9,B,B,2150,2150,large,10000,42.6,0.857,16,14,20,127,1212,127,2,0,0,49,1,32,0,0,20,44,36,40,1,9547,31,373,14,127,1212,127,2,0,0,49,1,32,0,0,20,43,36,40,1,9509,31,373,80,4,5,9,1332.223147
320,2386,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Youngsan River,30/08/2013,162.71,4,2013,River,Youngsan River,DIC,-14.4,0.1,permil,NA,NA,,,,0.9894,0.006,fraction modern,-18,3,permil,85,49,7.5,36,126.71,South Korea,N,1.0301,0.9605,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,29.8,B,B,2150,2150,large,10000,42.6,0.857,16,14,20,127,1212,127,2,0,0,49,1,32,0,0,20,44,36,40,1,9547,31,373,14,127,1212,127,2,0,0,49,1,32,0,0,20,43,36,40,1,9509,31,373,80,4,5,9,432.9725229
321,2387,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Youngsan River,29/11/2013,162.71,4,2013,River,Youngsan River,DIC,-10.1,0.1,permil,NA,NA,,,,0.9756,0.006,fraction modern,-32,3,permil,198,50,7.4,36,126.71,South Korea,N,1.0301,0.9471,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,14.4,B,B,2150,2150,large,10000,42.6,0.857,16,14,20,127,1212,127,2,0,0,49,1,32,0,0,20,44,36,40,1,9547,31,373,14,127,1212,127,2,0,0,49,1,32,0,0,20,43,36,40,1,9509,31,373,80,4,5,9,1748.542881
322,2388,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Sumjin River,21/02/2013,162.81,4,2013,River,Sumjin River,DIC,-9.7,0.1,permil,NA,NA,,,,1.0064,0.006,fraction modern,-1,3,permil,modern,NA,7.7,35.19,127.62,South Korea,N,1.0301,0.977,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,4.7,B,B,4340,4340,large,10000,4277,87.597,9,298,123,119,1428,134,5,0,45,21,1,12,0,0,23,43,35,62,0,8864,1,121,187,128,1478,135,4,0,100,7,1,0,0,0,25,41,34,47,0,4990,0,189,779,4,5,4,591.1740216
323,2389,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Sumjin River,24/05/2013,162.81,4,2013,River,Sumjin River,DIC,-10.1,0.1,permil,NA,NA,,,,1.0096,0.006,fraction modern,2,3,permil,modern,NA,9.3,35.19,127.62,South Korea,N,1.0301,0.9801,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,17.9,B,B,4340,4340,large,10000,4277,87.597,9,298,123,119,1428,134,5,0,45,21,1,12,0,0,23,43,35,62,0,8864,1,121,187,128,1478,135,4,0,100,7,1,0,0,0,25,41,34,47,0,4990,0,189,779,4,5,4,424.6461282
324,2390,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Sumjin River,30/08/2013,162.81,4,2013,River,Sumjin River,DIC,-12.8,0.1,permil,NA,NA,,,,1.0348,0.006,fraction modern,27,3,permil,modern,NA,7.5,35.19,127.62,South Korea,N,1.0301,1.0045,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,26.4,B,B,4340,4340,large,10000,4277,87.597,9,298,123,119,1428,134,5,0,45,21,1,12,0,0,23,43,35,62,0,8864,1,121,187,128,1478,135,4,0,100,7,1,0,0,0,25,41,34,47,0,4990,0,189,779,4,5,4,474.6044963
325,2391,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Sumjin River,29/11/2013,162.81,4,2013,River,Sumjin River,DIC,-9.9,0.1,permil,NA,NA,,,,1.0057,0.006,fraction modern,-2,3,permil,modern,NA,7.6,35.19,127.62,South Korea,N,1.0301,0.9763,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,11.5,B,B,4340,4340,large,10000,4277,87.597,9,298,123,119,1428,134,5,0,45,21,1,12,0,0,23,43,35,62,0,8864,1,121,187,128,1478,135,4,0,100,7,1,0,0,0,25,41,34,47,0,4990,0,189,779,4,5,4,890.9242298
326,2392,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Nakdong River,21/02/2013,163.91,4,2013,River,Nakdong River,DIC,-7.9,0.1,permil,NA,NA,,,,0.9464,0.006,fraction modern,-61,3,permil,443,52,7.7,35.39,128.52,South Korea,N,1.0301,0.9187,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,7.3,B,B,20700,20700,large,100000,20651.9,260.217,6,304,117,113,1235,119,3,0,52,16,0,8,0,0,21,42,37,60,2,7890,6,149,72,136,1335,122,0,0,0,40,1,26,0,0,20,39,41,41,0,18116,0,153,452,4,5,9,1024.146545
327,2393,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Nakdong River,24/05/2013,163.91,4,2013,River,Nakdong River,DIC,-8.7,0.1,permil,NA,NA,,,,0.949,0.006,fraction modern,-58,3,permil,420,51,8.1,35.39,128.52,South Korea,N,1.0301,0.9213,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,17.4,B,B,20700,20700,large,100000,20651.9,260.217,6,304,117,113,1235,119,3,0,52,16,0,8,0,0,21,42,37,60,2,7890,6,149,72,136,1335,122,0,0,0,40,1,26,0,0,20,39,41,41,0,18116,0,153,452,4,5,9,1065.778518
328,2394,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Nakdong River,30/08/2013,163.91,4,2013,River,Nakdong River,DIC,-12.5,0.1,permil,NA,NA,,,,0.9887,0.006,fraction modern,-19,3,permil,91,49,7.4,35.39,128.52,South Korea,N,1.0301,0.9598,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,28.5,B,B,20700,20700,large,100000,20651.9,260.217,6,304,117,113,1235,119,3,0,52,16,0,8,0,0,21,42,37,60,2,7890,6,149,72,136,1335,122,0,0,0,40,1,26,0,0,20,39,41,41,0,18116,0,153,452,4,5,9,532.889259
329,2395,"Lee, E., Shin, Y., Yoo, G., Ko, E., Butman, D., Raymond, P. and Oh, N. (2021). Loads and ages of carbon from the five largest rivers in South Korea under Asian monsoon climates. Journal of Hydrology, 599: 126363. ",https://doi.org/10.1016/j.jhydrol.2021.126363,Nakdong River,29/11/2013,163.91,4,2013,River,Nakdong River,DIC,-10.1,0.1,permil,NA,NA,,,,0.9449,0.006,fraction modern,-62,3,permil,456,52,7.4,35.39,128.52,South Korea,N,1.0301,0.9173,River,Sample collected on 0.7 ?m filter and acidified to convert to CO2,Assumed uncertainity based on NOSAMS typical standard deviation for 2016,10.2,B,B,20700,20700,large,100000,20651.9,260.217,6,304,117,113,1235,119,3,0,52,16,0,8,0,0,21,42,37,60,2,7890,6,149,72,136,1335,122,0,0,0,40,1,26,0,0,20,39,41,41,0,18116,0,153,452,4,5,9,1623.646961
330,2503,"Leith, F.I., Garnett, M.H., Dinsmore, K.J., Billett, M. F., and Heal, K. V. (2014). Source and age of dissolved and gaseous carbonin a peatland-riparian-stream continuum: a dual isotope (14C and ?13C) analysis. Biogeochemistry, 119: 415-433. ",https://doi.org/10.1007/s10533-014-9977-y,d,01/04/2012,52.54972222,2,2012,Peatland stream,Auchencorth Moss,CO2,-17.4,0.1,permil,NA,NA,,SUERC,43490,0.9886,0.0046,1 sd,-19,9.1,permil,36,37,4,55.79277778,-3.24305556,United Kingdom,N,1.0381,0.9523,Stream,Static Chamber and Accelerator mass spectrometry,,5.8,A,A,3.4,3,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
331,2504,"Leith, F.I., Garnett, M.H., Dinsmore, K.J., Billett, M. F., and Heal, K. V. (2014). Source and age of dissolved and gaseous carbonin a peatland-riparian-stream continuum: a dual isotope (14C and ?13C) analysis. Biogeochemistry, 119: 415-433. ",https://doi.org/10.1007/s10533-014-9977-y,d,01/09/2012,52.54972222,2,2012,Peatland stream,Auchencorth Moss,CO2,-20.5,0.1,permil,NA,NA,,SUERC,43498,1.0139,0.0045,1 sd,6,8.9,permil,modern,NA,4,55.79277778,-3.24305556,United Kingdom,N,1.0381,0.9767,Stream,Static Chamber and Accelerator mass spectrometry,,11.1,A,A,3.4,3,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
332,2505,"Leith, F.I., Garnett, M.H., Dinsmore, K.J., Billett, M. F., and Heal, K. V. (2014). Source and age of dissolved and gaseous carbonin a peatland-riparian-stream continuum: a dual isotope (14C and ?13C) analysis. Biogeochemistry, 119: 415-433. ",https://doi.org/10.1007/s10533-014-9977-y,d,01/04/2012,52.54972222,2,2012,Peatland stream,Auchencorth Moss,CH4,-58.1,0.1,permil,NA,NA,,SUERC,43489,0.9319,0.0044,1 sd,-75,8.7,permil,537,38,4,55.79277778,-3.24305556,United Kingdom,N,1.0381,0.8977,Stream,Static Chamber and Accelerator mass spectrometry,,5.8,A,A,3.4,3,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
333,2506,"Leith, F.I., Garnett, M.H., Dinsmore, K.J., Billett, M. F., and Heal, K. V. (2014). Source and age of dissolved and gaseous carbonin a peatland-riparian-stream continuum: a dual isotope (14C and ?13C) analysis. Biogeochemistry, 119: 415-433. ",https://doi.org/10.1007/s10533-014-9977-y,d,01/09/2012,52.54972222,2,2012,Peatland stream,Auchencorth Moss,CH4,-54.3,0.1,permil,NA,NA,,SUERC,43497,0.9596,0.0045,1 sd,-48,8.9,permil,310,38,4,55.79277778,-3.24305556,United Kingdom,N,1.0381,0.9244,Stream,Static Chamber and Accelerator mass spectrometry,,11.1,A,A,3.4,3,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
334,2538,"Liu, Z., Zhao, M., Sun, H., Yang, R., Chen, B., Yang, M., Zeng, Q. and Zeng, H. (2017). “Old” carbon entering the South China Sea from the carbonate-rich Pearl River Basin: Coupled action of carbonate weathering and aquatic photosynthesis. Applied Geochemistry, 78: 96-104.",https://doi.org/10.1016/j.apgeochem.2016.12.014,BPJ,26/08/2014,131.0833689,1,2014,River,Pearl River,DIC,-6.8,0.1,1 sd,NA,NA,,,,0.9771,0.003,fraction modern,-30,1.5,permil,300,5,,25.00885533,106.0745136,China,N,1.0262,0.9522,River,"Collected in 60ml preevacuated brown vials, poisioned with HgCl2 and then acidified with orthophosphoric acid for anaylsis ",,NA,C,A,NA,20000,large,100000,23703.5,493.237,1,1538,147,153,1191,105,0,0,62,29,46,3,0,0,27,36,37,26,98,14783,5,127,533,208,1181,87,0,0,0,1,88,0,0,0,27,36,38,19,0,14786,0,140,610,1,10,6,2098.251457
335,2539,"Liu, Z., Zhao, M., Sun, H., Yang, R., Chen, B., Yang, M., Zeng, Q. and Zeng, H. (2017). “Old” carbon entering the South China Sea from the carbonate-rich Pearl River Basin: Coupled action of carbonate weathering and aquatic photosynthesis. Applied Geochemistry, 78: 96-104.",https://doi.org/10.1016/j.apgeochem.2016.12.014,YJ1,30/08/2014,130.9118831,2,2014,River,Pearl River,DIC,-11.8,0.1,1 sd,NA,NA,,,,0.9649,0.0042,fraction modern,-43,2.1,permil,400,55,,22.77462981,108.1372533,China,N,1.0262,0.9403,River,"Collected in 60ml preevacuated brown vials, poisioned with HgCl2 and then acidified with orthophosphoric acid for anaylsis ",,NA,C,A,NA,25000,large,100000,78.4,1.489,7,165,57,221,1437,113,0,0,55,20,59,2,0,0,25,35,41,18,0,6172,1,151,116,224,1404,110,0,0,93,38,41,8,0,0,24,34,43,18,0,7489,9,262,209,1,10,3,2797.668609
336,2540,"Liu, Z., Zhao, M., Sun, H., Yang, R., Chen, B., Yang, M., Zeng, Q. and Zeng, H. (2017). “Old” carbon entering the South China Sea from the carbonate-rich Pearl River Basin: Coupled action of carbonate weathering and aquatic photosynthesis. Applied Geochemistry, 78: 96-104.",https://doi.org/10.1016/j.apgeochem.2016.12.014,YJ2,31/08/2014,132.8110091,2,2014,River,Pearl River,DIC,-11.2,0.1,1 sd,NA,NA,,,,0.9686,0.0038,fraction modern,-39,1.9,permil,380,50,,23.09450587,109.7165032,China,N,1.0262,0.9438,River,"Collected in 60ml preevacuated brown vials, poisioned with HgCl2 and then acidified with orthophosphoric acid for anaylsis ",,NA,C,A,NA,40000,large,100000,234,6.219,1,112,46,216,1474,117,0,0,36,32,69,26,0,0,26,38,35,15,94,5289,33,184,44,220,1486,117,0,0,0,78,19,23,0,0,32,44,24,14,100,7576,80,186,9,1,10,1,2298.084929
337,2541,"Liu, Z., Zhao, M., Sun, H., Yang, R., Chen, B., Yang, M., Zeng, Q. and Zeng, H. (2017). “Old” carbon entering the South China Sea from the carbonate-rich Pearl River Basin: Coupled action of carbonate weathering and aquatic photosynthesis. Applied Geochemistry, 78: 96-104.",https://doi.org/10.1016/j.apgeochem.2016.12.014,LJ3,01/09/2014,133.712702,2,2014,River,Pearl River,DIC,-11.1,0.1,1 sd,NA,NA,,,,0.9445,0.0038,fraction modern,-63,1.9,permil,300,5,,24.03100705,109.6816949,China,N,1.0262,0.9204,River,"Collected in 60ml preevacuated brown vials, poisioned with HgCl2 and then acidified with orthophosphoric acid for anaylsis ",,NA,C,A,NA,30000,large,100000,57202.1,1457.113,1,532,137,182,1481,125,0,0,50,11,43,5,0,0,25,37,38,24,62,5543,4,106,128,210,1423,112,0,0,21,24,63,4,0,0,28,36,36,20,100,5047,0,116,293,1,10,6,1798.501249
